round,flagged_count,flagged_layer3_count,flagged_layer4_count,flagged_client_ids,flagged_layer3_ids,flagged_layer4_ids,global_acc
143,0,0,0,,,,0.5978
144,0,0,0,,,,0.6066
145,0,0,0,,,,0.5905
146,0,0,0,,,,0.6015
147,0,0,0,,,,0.5911
148,0,0,0,,,,0.6055
149,0,0,0,,,,0.5932
150,0,0,0,,,,0.5873
151,0,0,0,,,,0.5888
152,0,0,0,,,,0.6004
153,0,0,0,,,,0.596
154,0,0,0,,,,0.6086
155,0,0,0,,,,0.5916
156,0,0,0,,,,0.6084
157,0,0,0,,,,0.593
158,0,0,0,,,,0.6063
159,0,0,0,,,,0.5972
160,0,0,0,,,,0.5973
161,0,0,0,,,,0.5968
162,0,0,0,,,,0.595
163,0,0,0,,,,0.5935
164,0,0,0,,,,0.5843
165,0,0,0,,,,0.6009
166,0,0,0,,,,0.5974
167,0,0,0,,,,0.5914
168,0,0,0,,,,0.5874
169,0,0,0,,,,0.5884
170,0,0,0,,,,0.5853
171,0,0,0,,,,0.6069
172,0,0,0,,,,0.5892
173,0,0,0,,,,0.5935
174,0,0,0,,,,0.5982
175,0,0,0,,,,0.5877
176,0,0,0,,,,0.5874
177,0,0,0,,,,0.597
178,0,0,0,,,,0.5884
179,0,0,0,,,,0.594
180,0,0,0,,,,0.5935
181,0,0,0,,,,0.5947
182,0,0,0,,,,0.5834
183,0,0,0,,,,0.6021
184,0,0,0,,,,0.5927
185,0,0,0,,,,0.5947
186,0,0,0,,,,0.5827
187,0,0,0,,,,0.5903
188,0,0,0,,,,0.5928
189,0,0,0,,,,0.5927
190,0,0,0,,,,0.595
191,0,0,0,,,,0.5899
192,0,0,0,,,,0.594
193,0,0,0,,,,0.5882
194,0,0,0,,,,0.5885
195,0,0,0,,,,0.5923
196,0,0,0,,,,0.5915
197,0,0,0,,,,0.5898
198,0,0,0,,,,0.5958
199,0,0,0,,,,0.5989
